Resume,Category,Skills
"Skilled in data visualization using tools like Tableau and Power BI. Proficient data analyst with a background in sql, data analysis, python, r, excel.",Data Analyst,"SQL, Data Analysis, Python, R, Excel"
"Experienced in structural analysis and project management. Proficient civil engineer with a background in revit, autocad, staad pro, surveying, construction.",Civil Engineer,"Revit, AutoCAD, STAAD Pro, Surveying, Construction"
"Proficient in PCB design and power systems. Proficient electrical engineer with a background in microcontrollers, embedded systems, electronics, matlab.",Electrical Engineer,"Microcontrollers, Embedded Systems, Electronics, MATLAB"
"Proficient in analyzing large datasets to extract meaningful insights. Proficient data scientist with a background in python, big data, statistics, deep learning.",Data Scientist,"Python, Big Data, Statistics, Deep Learning"
"Experienced in developing responsive and interactive web applications. Proficient web developer with a background in node.js, php, angular, css.",Web Developer,"Node.js, PHP, Angular, CSS"
"Proficient in using Tableau for data visualization and reporting. Proficient business analyst with a background in tableau, requirements analysis, excel, business process improvement, sql.",Business Analyst,"Tableau, Requirements Analysis, Excel, Business Process Improvement, SQL"
"Experienced in using CAD software for product design and development. Proficient mechanical engineer with a background in product design, solidworks, cad.",Mechanical Engineer,"Product Design, SolidWorks, CAD"
"Proficient in front-end technologies like HTML, CSS, and JavaScript. Proficient web developer with a background in node.js, php, react, angular.",Web Developer,"Node.js, PHP, React, Angular"
"Experienced in sales and client management. Proficient sales executive with a background in negotiation, crm, communication, sales.",Sales Executive,"Negotiation, CRM, Communication, Sales"
"Skilled in thermodynamics and fluid mechanics. Proficient mechanical engineer with a background in ansys, autocad, cad, solidworks, thermodynamics, fluid mechanics, product design, manufacturing processes.",Mechanical Engineer,"ANSYS, AutoCAD, CAD, SolidWorks, Thermodynamics, Fluid Mechanics, Product Design, Manufacturing Processes"
"Experienced in developing machine learning models for predictive analytics. Proficient data scientist with a background in python, data analysis, r, data visualization, deep learning, machine learning, big data.",Data Scientist,"Python, Data Analysis, R, Data Visualization, Deep Learning, Machine Learning, Big Data"
"Experienced in process engineering and optimization. Proficient chemical engineer with a background in hysys, process engineering, chemical reactions, process design, thermodynamics, safety management.",Chemical Engineer,"HYSYS, Process Engineering, Chemical Reactions, Process Design, Thermodynamics, Safety Management"
"Experienced in circuit design and electronics. Proficient electrical engineer with a background in electronics, power systems, matlab, microcontrollers, circuit design.",Electrical Engineer,"Electronics, Power Systems, MATLAB, Microcontrollers, Circuit Design"
"Experienced in conducting user research and creating wireframes and prototypes. Proficient ux/ui designer with a background in ui design, user research, adobe xd, figma, wireframing, ux design, prototyping, sketch.",UX/UI Designer,"UI Design, User Research, Adobe XD, Figma, Wireframing, UX Design, Prototyping, Sketch"
"Experienced in developing and executing SEO strategies. Proficient marketing specialist with a background in google analytics, seo, email marketing, market research, content marketing.",Marketing Specialist,"Google Analytics, SEO, Email Marketing, Market Research, Content Marketing"
"Proficient in PCB design and power systems. Proficient electrical engineer with a background in embedded systems, vhdl, microcontrollers, circuit design, power systems.",Electrical Engineer,"Embedded Systems, VHDL, Microcontrollers, Circuit Design, Power Systems"
"Proficient in SQL for querying databases and extracting information. Proficient data analyst with a background in python, r, statistics, data visualization, sql, excel.",Data Analyst,"Python, R, Statistics, Data Visualization, SQL, Excel"
"Proficient in using Firebase for backend services and RESTful APIs for communication. Proficient application developer with a background in android development, java.",Application Developer,"Android Development, Java"
"Experienced in sales and client management. Proficient sales executive with a background in marketing, client management, communication, lead generation.",Sales Executive,"Marketing, Client Management, Communication, Lead Generation"
"Experienced in developing mobile applications for Android and iOS platforms. Proficient application developer with a background in java, ios development, objective-c, kotlin, restful apis.",Application Developer,"Java, iOS Development, Objective-C, Kotlin, RESTful APIs"
"Proficient in using Google Analytics and other marketing tools. Proficient marketing specialist with a background in google analytics, ppc.",Marketing Specialist,"Google Analytics, PPC"
"Experienced in analyzing business processes and identifying improvement opportunities. Proficient business analyst with a background in tableau, business process improvement, requirements analysis.",Business Analyst,"Tableau, Business Process Improvement, Requirements Analysis"
"Skilled in using QuickBooks and Excel for accounting tasks. Proficient accountant with a background in financial reporting, accounts payable/receivable, payroll, excel, tax preparation.",Accountant,"Financial Reporting, Accounts Payable/Receivable, Payroll, Excel, Tax Preparation"
"Proficient in using design tools such as Adobe XD, Sketch, and Figma. Proficient ux/ui designer with a background in ux design, sketch, ui design, figma, adobe xd.",UX/UI Designer,"UX Design, Sketch, UI Design, Figma, Adobe XD"
"Proficient in geotechnical engineering and construction management. Proficient civil engineer with a background in structural analysis, surveying, geotechnical engineering, project management, construction.",Civil Engineer,"Structural Analysis, Surveying, Geotechnical Engineering, Project Management, Construction"
"Skilled in data visualization using tools like Tableau and Power BI. Proficient data analyst with a background in reporting, data analysis, excel, statistics, python, sql, data visualization.",Data Analyst,"Reporting, Data Analysis, Excel, Statistics, Python, SQL, Data Visualization"
"Proficient in using CRM software for sales tracking. Proficient sales executive with a background in sales, client management, communication, crm, negotiation, marketing, lead generation.",Sales Executive,"Sales, Client Management, Communication, CRM, Negotiation, Marketing, Lead Generation"
